sid	uid	timestamp	x_label
46	484	1435190400	0
46	327	1434067200	0
46	485	1430265600	0
46	486	1425600000	0
46	419	1419984000	0
46	487	1419552000	0
46	4	1419379200	0
46	488	1418083200	0
46	489	1417737600	0
46	490	1410048000	0
46	40	1409616000	0
46	491	1408320000	0
46	29	1404345600	0
46	492	1403395200	0
46	493	1396396800	0
46	494	1393113600	0
46	495	1365638400	0
46	121	1362182400	0
46	496	1361318400	0
46	497	1359504000	0
46	498	1358294400	0
46	354	1356739200	0
46	499	1353888000	0
46	500	1353715200	0
46	282	1349568000	0
46	501	1346284800	0
46	502	1336780800	0
46	503	1335398400	0
46	504	1328572800	0
46	505	1327536000	0
46	413	1319846400	0
46	506	1313625600	0
46	507	1300665600	0
46	170	1282089600	0
46	508	1280966400	0
46	509	1273795200	0
46	510	1260057600	0
46	288	1257897600	0
46	511	1250294400	0
46	512	1243555200	0
46	513	1243468800	0
46	514	1240790400	0
46	515	1234396800	0
46	467	1223683200	0
46	12	1221350400	0
46	466	1220832000	0
46	516	1212883200	0
46	517	1206057600	0
46	518	1204761600	0
46	519	1200614400	0
46	520	1182211200	0
46	380	1181174400	0
46	35	1174176000	0
46	521	1172707200	0
46	522	1170720000	0
46	523	1170460800	0
46	524	1167868800	0
46	525	1131321600	0
46	526	1128988800	0
46	527	1127001600	0
46	250	1125619200	0
46	192	1124150400	0
46	285	1118880000	0
46	142	1118534400	0
46	528	1114300800	0
46	331	1112918400	0
46	529	1105228800	0
46	530	1102464000	0
46	531	1089244800	0
46	532	1089072000	0
46	173	1088553600	0
46	303	1084924800	0
46	533	1084147200	0
46	534	1080950400	0
46	178	1078185600	0
46	416	1075507200	0
46	535	1074211200	0
46	195	1070150400	0
46	536	1069545600	0
46	537	1065398400	0
46	251	1065312000	0
46	538	1064966400	0
46	298	1061164800	0
46	539	1060473600	0
46	540	1059264000	0
46	541	1056240000	0
46	542	1055548800	0
46	543	1054512000	0
46	405	1050710400	0
46	221	1048464000	0
46	544	1046995200	0
46	422	1043798400	0
46	367	1041033600	0
46	224	1031529600	0
46	230	1028246400	0
46	227	1027900800	0
46	182	1025568000	0
46	246	1024790400	0
46	375	1023753600	0
46	337	1021248000	0
46	252	1018310400	0
46	545	1017273600	0
46	546	1012780800	0
46	547	1010534400	0
46	548	1002585600	0
46	461	997142400	0
46	368	996710400	0
46	470	994636800	0
46	57	994204800	0
46	202	992995200	0
46	549	985132800	0
46	300	973728000	0
46	231	965606400	0
46	292	962582400	0
47	442	1450569600	0
47	477	1448236800	0
47	550	1419552000	0
47	551	1405296000	0
47	552	1394668800	0
47	553	1378684800	0
47	12	1335312000	0
47	554	1304294400	0
47	507	1298678400	0
47	138	1295913600	0
47	268	1228003200	0
47	250	1126828800	0
47	555	1126569600	0
47	192	1105056000	0
47	405	1103414400	0
47	78	1059091200	0
47	175	1041984000	0
47	199	1026432000	0
48	556	1424908800	0
48	557	1416441600	0
48	296	1377302400	0
47	252	1012953600	0
47	558	1011657600	0
48	503	1335916800	0
48	559	1218844800	0
48	560	1059091200	0
48	561	1030060800	0
48	562	1025222400	0
47	563	988070400	0
48	252	1011830400	0
48	430	1011484800	0
47	460	980640000	0
47	564	980121600	0
47	565	976579200	0
47	231	965520000	0
49	231	965520000	0
49	566	1447459200	0
49	567	1416355200	0
49	393	1409788800	0
49	138	1296172800	0
49	47	1255996800	0
49	526	1099526400	0
49	568	1024358400	0
49	569	1019001600	0
49	252	1000080000	0
49	368	996883200	0
49	570	989280000	0
49	460	981331200	0
49	571	980121600	0
49	403	976752000	0
49	218	971049600	0
50	551	1405296000	0
50	127	1320364800	0
50	80	1311292800	0
50	33	1211155200	0
50	140	1152144000	0
50	302	1125187200	0
50	211	1117411200	0
50	444	976838400	0
50	301	965865600	0
51	339	1431993600	0
51	51	1421020800	0
51	48	1413417600	0
51	572	1377129600	0
51	384	1360022400	0
51	474	1357689600	0
51	573	1332201600	0
51	353	1327190400	0
51	80	1321142400	0
51	574	1282867200	0
51	47	1255996800	0
51	575	1203120000	0
51	356	1198454400	0
51	35	1169251200	0
51	314	1135900800	0
51	336	1077321600	0
51	576	1060214400	0
51	182	1025049600	0
51	244	1017187200	0
51	577	996796800	0
52	578	1451347200	0
52	442	1450569600	0
52	579	1442707200	0
52	580	1427068800	0
52	581	1426723200	0
52	485	1417737600	0
52	567	1416355200	0
52	97	1411084800	0
52	582	1410220800	0
52	583	1397779200	0
53	153	1448409600	0
52	584	1394928000	0
53	339	1431993600	0
53	304	1422144000	0
53	51	1421020800	0
53	306	1415836800	0
52	585	1386288000	0
53	47	1255996800	0
53	323	1232496000	0
53	121	1192752000	0
53	66	1187740800	0
53	34	1187740800	0
53	35	1165536000	0
53	330	1145923200	0
53	250	1126137600	0
53	586	1117324800	0
52	258	1379116800	0
52	354	1368057600	0
54	587	1447372800	0
53	365	1104883200	0
53	286	1090454400	0
53	588	1089763200	0
53	178	1077062400	0
52	296	1366934400	0
52	589	1362268800	0
52	264	1361059200	0
54	590	1403222400	0
54	296	1377302400	0
54	584	1375660800	0
53	416	1069545600	0
53	287	1066521600	0
53	539	1060041600	0
53	335	1041033600	0
52	591	1356220800	0
52	592	1355702400	0
52	242	1340236800	0
54	264	1363651200	0
53	337	1020816000	0
53	569	1019001600	0
53	244	1016064000	0
54	192	1100649600	0
54	252	1038614400	0
54	199	1018483200	0
52	593	1320019200	0
53	336	1012867200	0
53	577	1007769600	0
53	368	996451200	0
52	594	1304985600	0
52	554	1296000000	0
53	300	980380800	0
53	595	977529600	0
54	368	996883200	0
54	403	980985600	0
52	596	1267660800	0
52	66	1264723200	0
52	117	1264550400	0
52	597	1251763200	0
52	598	1245628800	0
52	74	1234656000	0
52	510	1228435200	0
52	346	1214611200	0
52	559	1185494400	0
52	35	1155340800	0
52	525	1132790400	0
52	456	1106697600	0
52	192	1100390400	0
52	388	1094601600	0
52	560	1092182400	0
52	599	1086912000	0
52	168	1060819200	0
52	600	1059004800	0
52	601	1049155200	0
52	215	1044662400	0
52	561	1041206400	0
52	438	1040083200	0
52	199	1034899200	0
52	176	1032220800	0
52	602	1028505600	0
52	252	1026604800	0
52	430	1012867200	0
52	603	998697600	0
52	549	987811200	0
55	604	1443484800	0
55	38	1424131200	0
55	605	1422748800	0
52	460	983318400	0
55	266	1413072000	0
55	41	1400544000	0
52	606	981936000	0
52	607	981504000	0
55	297	1379116800	0
52	565	980208000	0
55	35	1171238400	0
55	44	1093478400	0
52	608	979516800	0
55	599	1076198400	0
55	540	1059091200	0
55	251	1053561600	0
55	175	1042156800	0
55	609	1019692800	0
55	336	1012953600	0
55	244	1012348800	0
55	201	995587200	0
55	203	989020800	0
52	405	974851200	0
52	277	972345600	0
52	570	971913600	0
55	460	981331200	0
52	610	968630400	0
52	231	965692800	0
56	338	1441324800	0
56	611	1436572800	0
56	535	1423526400	0
56	612	1415318400	0
56	613	1388102400	0
56	463	1375747200	0
56	36	1099008000	0
56	461	993254400	0
56	292	962668800	0
57	477	1448236800	0
57	567	1427328000	0
57	590	1412380800	0
57	393	1409788800	0
57	614	1406592000	0
57	583	1397779200	0
57	615	1389052800	0
57	616	1356134400	0
57	264	1339286400	0
57	265	1336089600	0
57	181	1334966400	0
57	137	1327536000	0
57	507	1298678400	0
57	414	1247443200	0
57	268	1228003200	0
57	33	1212364800	0
57	617	1185321600	0
57	192	1104105600	0
57	178	1090195200	0
57	319	1050969600	0
57	601	1041379200	0
57	199	1035590400	0
57	215	1024272000	0
57	618	1020211200	0
57	252	1011830400	0
57	22	998438400	0
57	460	980985600	0
57	619	974505600	0
57	231	965520000	0
58	377	1442966400	0
58	620	1428451200	0
58	289	1422057600	0
58	16	1413936000	0
58	104	1413072000	0
58	136	1357084800	0
58	621	1245024000	0
58	244	996796800	0
58	230	989280000	0
59	608	979516800	0
59	571	957312000	0
59	583	1397779200	0
59	414	1248393600	0
59	178	1089158400	0
59	541	1044835200	0
59	252	1011484800	0
59	368	996883200	0
60	622	1420329600	0
60	623	1414454400	0
61	624	1343433600	0
61	625	1301875200	0
61	626	1269043200	0
61	627	1206230400	0
61	628	1193443200	0
61	629	1075161600	0
60	630	1325808000	0
61	631	1046476800	0
61	632	1046476800	0
61	633	1018051200	0
60	634	1114646400	0
61	549	996796800	0
61	368	994204800	0
61	635	986169600	0
61	636	985564800	0
61	460	984441600	0
61	637	975542400	0
61	475	967939200	0
61	638	966643200	0
60	639	1032739200	0
60	640	1031961600	0
60	543	1031443200	0
60	641	1016409600	0
60	642	1014940800	0
62	643	1450224000	0
62	644	1445817600	0
62	645	1440028800	0
62	646	1428537600	0
62	647	1427760000	0
60	244	1000598400	0
62	363	1356739200	0
62	648	1352937600	0
62	649	1282780800	0
60	650	991612800	0
62	651	1274140800	0
62	652	1269648000	0
60	653	985478400	0
62	654	1267574400	0
62	626	1228435200	0
62	655	1211068800	0
62	290	1207612800	0
62	512	1190851200	0
62	656	1170460800	0
60	145	981331200	0
62	657	1099958400	0
62	216	1081987200	0
62	658	1081900800	0
62	659	1079827200	0
62	660	1070150400	0
62	661	1053907200	0
60	637	977270400	0
